60,60,0.46
60,60,0.46
60,60,0.46
60,60,0.45
60,60,0.425
60,60,0.435
60,60,0.455
60,60,0.49
60,60,0.5
60,60,0.485
60,60,0.5
60,60,0.495
60,60,0.5
60,60,0.5
60,60,0.515
60,60,0.53
60,60,0.56
60,60,0.57
60,60,0.56
60,60,0.535
60,60,0.535
60,60,0.535
60,60,0.525
60,60,0.51
60,60,0.5
60,60,0.5
60,60,0.49
60,60,0.485
60,60,0.465
60,60,0.46
60,60,0.45
60,60,0.445
60,60,0.44
60,60,0.435
60,60,0.44
60,60,0.445
60,60,0.475
60,60,0.495
60,60,0.5
60,60,0.5
60,60,0.48
60,60,0.45
60,60,0.43
60,60,0.43
60,60,0.445
60,60,0.495
60,60,0.63
60,60,0.88
60,60,1.29
60,60,1.77
60,60,2.19
60,60,2.415
60,60,2.32
60,60,1.985
60,60,1.535
60,60,1.085
60,60,0.75
60,60,0.58
60,60,0.52
60,60,0.525
60,60,0.525
60,60,0.515
60,60,0.49
60,60,0.475
60,60,0.465
60,60,0.45
60,60,0.455
60,60,0.455
60,60,0.465
60,60,0.48
60,60,0.475
60,60,0.49
60,60,0.475
60,60,0.455
60,60,0.46
60,60,0.465
60,60,0.475
60,60,0.475
60,60,0.46
60,60,0.485
60,60,0.485
60,60,0.485
60,60,0.485
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.49
60,60,0.485
60,60,0.5
60,60,0.515
60,60,0.53
60,60,0.515
60,60,0.54
60,60,0.555
60,60,0.57
60,60,0.58
60,60,0.595
60,60,0.575
60,60,0.585
60,60,0.6
60,60,0.62
60,60,0.65
60,60,0.665
60,60,0.695
60,60,0.71
60,60,0.725
60,60,0.73
60,60,0.73
60,60,0.75
60,60,0.76
60,60,0.765
60,60,0.755
60,60,0.76
60,60,0.77
60,60,0.775
60,60,0.77
60,60,0.76
60,60,0.755
60,60,0.735
60,60,0.71
60,60,0.685
60,60,0.66
60,60,0.62
60,60,0.6
60,60,0.57
60,60,0.555
60,60,0.54
60,60,0.53
60,60,0.52
60,60,0.505
60,60,0.5
60,60,0.5
60,60,0.495
60,60,0.485
60,60,0.495
60,60,0.485
60,60,0.485
60,60,0.49
60,60,0.465
60,60,0.485
60,60,0.485
60,60,0.49
60,60,0.48
60,60,0.475
60,60,0.475
60,60,0.49
60,60,0.475
60,60,0.46
60,60,0.455
60,60,0.465
60,60,0.475
60,60,0.485
60,60,0.48
60,60,0.48
60,60,0.485
60,60,0.49
60,60,0.49
60,60,0.48
60,60,0.465
60,60,0.45
60,60,0.445
60,60,0.45
60,60,0.45
60,60,0.475
60,60,0.465
60,60,0.455
60,60,0.45
60,60,0.45
60,60,0.475
60,60,0.465
60,60,0.48
60,60,0.485
60,60,0.475
60,60,0.49
60,60,0.48
60,60,0.45
60,60,0.465
60,60,0.475
60,60,0.485
60,60,0.485
60,60,0.465
60,60,0.485
60,60,0.475
60,60,0.475
60,60,0.465
60,60,0.465
60,60,0.475
60,60,0.475
60,60,0.475
60,60,0.475
60,60,0.455
60,60,0.45
60,60,0.44
60,60,0.435
60,60,0.43
60,60,0.45
60,60,0.455
60,60,0.465
60,60,0.465
60,60,0.45
60,60,0.445
60,60,0.445
60,60,0.45
60,60,0.455
60,60,0.45
60,60,0.46
60,60,0.455
60,60,0.455
60,60,0.465
60,60,0.465
60,60,0.475
60,60,0.485
60,60,0.49
60,60,0.485
60,60,0.475
60,60,0.475
60,60,0.455
60,60,0.465
60,60,0.465
60,60,0.475
60,60,0.465
60,60,0.455
60,60,0.44
60,60,0.455
60,60,0.475
60,60,0.51
60,60,0.53
60,60,0.535
60,60,0.54
60,60,0.525
60,60,0.5
60,60,0.5
60,60,0.525
60,60,0.56
60,60,0.57
60,60,0.56
60,60,0.54
60,60,0.535
60,60,0.54
60,60,0.54
60,60,0.53
60,60,0.525
60,60,0.515
60,60,0.495
60,60,0.485
60,60,0.465
60,60,0.455
60,60,0.46
60,60,0.45
60,60,0.455
60,60,0.455
60,60,0.465
60,60,0.475
60,60,0.475
60,60,0.45
60,60,0.44
60,60,0.45
60,60,0.455
60,60,0.48
60,60,0.495
60,60,0.495
60,60,0.5
60,60,0.555
60,60,0.67
60,60,0.965
60,60,1.36
60,60,1.85
60,60,2.26
60,60,2.41
60,60,2.25
60,60,1.835
60,60,1.37
60,60,0.935
60,60,0.685
60,60,0.585
60,60,0.56
60,60,0.555
60,60,0.545
60,60,0.525
60,60,0.495
60,60,0.485
60,60,0.48
60,60,0.485
60,60,0.495
60,60,0.485
60,60,0.465
60,60,0.475
60,60,0.48
60,60,0.495
60,60,0.5
60,60,0.51
60,60,0.51
60,60,0.525
60,60,0.515
60,60,0.5
60,60,0.485
60,60,0.455
60,60,0.475
60,60,0.475
60,60,0.485
60,60,0.495
60,60,0.5
60,60,0.52
60,60,0.535
60,60,0.54
60,60,0.53
60,60,0.525
60,60,0.525
60,60,0.525
60,60,0.53
60,60,0.54
60,60,0.54
60,60,0.56
60,60,0.565
60,60,0.58
60,60,0.58
60,60,0.605
60,60,0.61
60,60,0.62
60,60,0.645
60,60,0.66
60,60,0.68
60,60,0.69
60,60,0.705
60,60,0.715
60,60,0.735
60,60,0.76
60,60,0.77
60,60,0.77
60,60,0.775
60,60,0.79
60,60,0.79
60,60,0.785
60,60,0.77
60,60,0.75
60,60,0.735
60,60,0.71
60,60,0.695
60,60,0.68
60,60,0.655
60,60,0.625
60,60,0.605
60,60,0.61
60,60,0.6
60,60,0.58
60,60,0.555
60,60,0.56
60,60,0.555
60,60,0.535
60,60,0.525
60,60,0.505
60,60,0.495
60,60,0.495
60,60,0.46
60,60,0.49
60,60,0.5
60,60,0.515
60,60,0.51
60,60,0.495
60,60,0.495
60,60,0.49
60,60,0.51
60,60,0.51
60,60,0.505
60,60,0.51
60,60,0.515
60,60,0.5
60,60,0.49
60,60,0.485
60,60,0.49
60,60,0.485
60,60,0.48
60,60,0.475
60,60,0.455
60,60,0.45
60,60,0.455
60,60,0.475
60,60,0.49
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.475
60,60,0.455
60,60,0.455
60,60,0.475
60,60,0.475
60,60,0.48
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.515
60,60,0.515
60,60,0.515
60,60,0.5
60,60,0.475
60,60,0.485
60,60,0.495
60,60,0.505
60,60,0.505
60,60,0.485
60,60,0.5
60,60,0.495
60,60,0.49
60,60,0.465
60,60,0.465
60,60,0.48
60,60,0.48
60,60,0.475
60,60,0.475
60,60,0.455
60,60,0.48
60,60,0.495
60,60,0.49
60,60,0.485
60,60,0.485
60,60,0.485
60,60,0.48
60,60,0.49
60,60,0.49
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.475
60,60,0.475
60,60,0.495
60,60,0.485
60,60,0.51
60,60,0.495
60,60,0.495
60,60,0.485
60,60,0.49
60,60,0.485
60,60,0.485
60,60,0.495
60,60,0.5
60,60,0.515
60,60,0.495
60,60,0.475
60,60,0.465
60,60,0.475
60,60,0.455
60,60,0.48
60,60,0.49
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.5
60,60,0.5
60,60,0.5
60,60,0.5
60,60,0.49
60,60,0.5
60,60,0.505
60,60,0.515
60,60,0.515
60,60,0.51
60,60,0.525
60,60,0.525
60,60,0.54
60,60,0.545
60,60,0.565
60,60,0.58
60,60,0.58
60,60,0.595
60,60,0.6
60,60,0.6
60,60,0.58
60,60,0.58
60,60,0.585
60,60,0.58
60,60,0.56
60,60,0.54
60,60,0.525
60,60,0.515
60,60,0.51
60,60,0.515
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.485
60,60,0.49
60,60,0.485
60,60,0.46
60,60,0.49
60,60,0.485
60,60,0.475
60,60,0.465
60,60,0.455
60,60,0.485
60,60,0.495
60,60,0.5
60,60,0.495
60,60,0.505
60,60,0.605
60,60,0.835
60,60,1.23
60,60,1.675
60,60,2.11
60,60,2.38
60,60,2.405
60,60,2.14
60,60,1.715
60,60,1.25
60,60,0.86
60,60,0.655
60,60,0.57
60,60,0.555
60,60,0.545
60,60,0.555
60,60,0.56
60,60,0.54
60,60,0.53
60,60,0.52
60,60,0.5
60,60,0.49
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.495
60,60,0.5
60,60,0.505
60,60,0.515
60,60,0.505
60,60,0.495
60,60,0.485
60,60,0.495
60,60,0.5
60,60,0.51
60,60,0.51
60,60,0.515
60,60,0.54
60,60,0.555
60,60,0.565
60,60,0.56
60,60,0.535
60,60,0.525
